"","CATE","bedrooms","halls","AREA","floor","subway","school","price","LONG","LAT","NAME","DISTRICT"
"1","chaoyang",1,0,46.06,"middle",1,0,48850,116.4596527,39.92834651,"10AM新坐标","方庄"
"2","chaoyang",1,1,59.09,"middle",1,0,46540,116.4596527,39.92834651,"10AM新坐标","方庄"
"3","haidian",5,2,278.95,"high",1,1,71662,116.3035556,39.95480697,"10号名邸","紫竹桥"
"4","haidian",3,2,207,"high",1,1,57972,116.3035556,39.95480697,"10号名邸","紫竹桥"
"5","fengtai",2,1,53.32,"low",1,1,71268,116.4188263,39.94381285,"17号旁门","蒲黄榆"
"6","fengtai",2,1,58,"low",1,1,70690,116.4188263,39.94381285,"17号旁门","蒲黄榆"
"7","haidian",2,1,55.8,"low",1,1,57348,116.3331261,40.03770842,"621小区","清河"
"8","haidian",2,1,58.9,"middle",1,1,55179,116.3331261,40.03770842,"621小区","清河"
"9","haidian",2,1,66.9,"middle",1,1,45591,116.3331261,40.03770842,"621小区","清河"
"10","fengtai",2,2,53,"middle",1,0,73585,116.3917534,39.84567113,"7克拉","马家堡"
"11","chaoyang",2,2,94.19,"middle",1,0,60516,116.3448937,39.90108403,"CBD传奇","大望路"
"12","chaoyang",1,0,38.94,"high",1,0,56498,116.3448937,39.90108403,"CBD传奇","大望路"
"13","chaoyang",1,0,48,"high",1,0,55209,116.3448937,39.90108403,"CBD传奇","大望路"
"14","chaoyang",1,0,36.74,"middle",1,0,54437,116.3448937,39.90108403,"CBD传奇","大望路"
"15","chaoyang",1,0,45,"low",1,0,53334,116.3448937,39.90108403,"CBD传奇","大望路"
"16","chaoyang",1,1,92.98,"middle",1,0,50549,116.3448937,39.90108403,"CBD传奇","大望路"
"17","chaoyang",1,1,64.6,"middle",1,0,68576,116.4561529,39.90398133,"CBD总部公寓二期","双井"
"18","chaoyang",1,1,80.74,"low",1,0,66634,116.4561529,39.90398133,"CBD总部公寓二期","双井"
"19","chaoyang",1,1,81,"low",1,0,66050,116.4561529,39.90398133,"CBD总部公寓二期","双井"
"20","chaoyang",1,1,78.23,"low",1,0,67749,116.4561529,39.90398133,"CBD总部公寓一期","双井"
"21","chaoyang",4,2,218.28,"low",1,1,71010,116.4559206,39.95507543,"CLASS","望京"
"23","fengtai",1,1,46,"low",1,0,52174,116.4297172,39.87274752,"gogo新世代","方庄"
"24","fengtai",1,1,46.39,"low",1,0,45700,116.4297172,39.87274752,"gogo新世代","方庄"
"25","fengtai",2,1,58,"low",1,0,45690,116.4297172,39.87274752,"gogo新世代","方庄"
"26","fengtai",1,1,46.39,"high",1,0,45269,116.4297172,39.87274752,"gogo新世代","方庄"
"27","fengtai",1,0,46.39,"middle",1,0,44191,116.4297172,39.87274752,"gogo新世代","方庄"
"28","fengtai",1,1,46.39,"low",1,0,44191,116.4297172,39.87274752,"gogo新世代","方庄"
"29","fengtai",1,1,60.56,"high",1,0,43429,116.4297172,39.87274752,"gogo新世代","方庄"
"30","fengtai",1,1,48.44,"high",1,0,39637,116.4297172,39.87274752,"gogo新世代","方庄"
"31","chaoyang",1,0,71.77,"high",1,0,36227,116.4596527,39.92834651,"MASTER领域","国展"
"38","chaoyang",3,1,141,"high",1,0,45036,116.48146,39.91318701,"SOHO现代城","CBD"
"39","chaoyang",3,1,143.19,"low",1,0,39109,116.48146,39.91318701,"SOHO现代城","CBD"
"40","chaoyang",3,2,146.72,"middle",1,0,38509,116.48146,39.91318701,"SOHO现代城","CBD"
"41","chaoyang",3,2,155.3,"high",1,0,77270,116.4546743,39.9729491,"UHN国际村","三元桥"
"42","chaoyang",3,2,150.4,"middle",1,0,74469,116.4546743,39.9729491,"UHN国际村","三元桥"
"43","chaoyang",2,2,119.13,"middle",1,0,73869,116.4546743,39.9729491,"UHN国际村","三元桥"
"44","chaoyang",3,2,139.01,"high",1,0,71938,116.4546743,39.9729491,"UHN国际村","三元桥"
"45","chaoyang",1,0,46.44,"high",1,0,71060,116.4546743,39.9729491,"UHN国际村","三元桥"
"46","chaoyang",4,2,192.68,"high",1,0,70065,116.4546743,39.9729491,"UHN国际村","三元桥"
"47","chaoyang",2,2,116.64,"middle",1,0,65587,116.4546743,39.9729491,"UHN国际村","三元桥"
"48","chaoyang",2,2,117,"middle",1,0,63077,116.4546743,39.9729491,"UHN国际村","三元桥"
"49","chaoyang",1,0,66.36,"high",1,0,61785,116.4546743,39.9729491,"UHN国际村","三元桥"
"50","chaoyang",1,0,54.62,"high",1,0,60418,116.4546743,39.9729491,"UHN国际村","三元桥"
"51","chaoyang",1,0,53.44,"low",1,0,58009,116.4546743,39.9729491,"UHN国际村","三元桥"
"52","haidian",4,2,212,"low",1,0,99057,116.4596527,39.92834651,"Wehouse","四季青"
"54","chaoyang",2,1,79,"high",1,1,49368,116.5356676,39.92663345,"阿曼寓所","高碑店"
"55","chaoyang",3,2,135.62,"middle",1,1,48666,116.5356676,39.92663345,"阿曼寓所","高碑店"
"56","chaoyang",2,1,111.1,"high",1,1,47705,116.5356676,39.92663345,"阿曼寓所","高碑店"
"57","chaoyang",1,0,62.56,"low",1,1,40122,116.5356676,39.92663345,"阿曼寓所","高碑店"
"58","haidian",1,0,49.96,"low",1,1,86069,116.4596527,39.92834651,"艾瑟顿","苏州桥"
"59","haidian",1,1,76.17,"middle",1,1,72207,116.4596527,39.92834651,"艾瑟顿","苏州桥"
"60","haidian",1,1,89.2,"middle",1,1,67265,116.4596527,39.92834651,"艾瑟顿","苏州桥"
"61","haidian",2,1,89.2,"middle",1,1,64462,116.4596527,39.92834651,"艾瑟顿","苏州桥"
"62","xicheng",2,1,57.5,"middle",1,1,114435,116.3875064,39.93576614,"爱民里小区","西四"
"63","xicheng",2,1,57.7,"middle",1,1,114039,116.3875064,39.93576614,"爱民里小区","西四"
"64","xicheng",1,1,48.4,"middle",1,1,111571,116.3875064,39.93576614,"爱民里小区","西四"
"65","xicheng",2,1,58.3,"low",1,1,111493,116.3875064,39.93576614,"爱民里小区","西四"
"66","xicheng",2,1,51.3,"middle",1,1,105264,116.3875064,39.93576614,"爱民里小区","西四"
"67","xicheng",2,1,57.7,"high",1,1,104853,116.3875064,39.93576614,"爱民里小区","西四"
"68","xicheng",2,1,74,"high",1,1,104055,116.3875064,39.93576614,"爱民里小区","西四"
"69","xicheng",3,1,72.9,"high",1,1,97394,116.3875064,39.93576614,"爱民里小区","西四"
"70","xicheng",2,1,59.1,"high",1,1,94755,116.3875064,39.93576614,"爱民里小区","西四"
"71","chaoyang",1,1,93.78,"middle",1,0,64513,116.5103061,39.91838667,"爱这城二期","十里堡"
"72","chaoyang",3,2,133.58,"low",1,0,59890,116.5103061,39.91838667,"爱这城二期","十里堡"
"73","chaoyang",3,2,163.68,"high",1,0,58652,116.5103061,39.91838667,"爱这城二期","十里堡"
"74","chaoyang",3,2,133.05,"low",1,0,58475,116.5103061,39.91838667,"爱这城二期","十里堡"
"75","chaoyang",4,2,147.09,"low",1,0,58332,116.5103061,39.91838667,"爱这城二期","十里堡"
"76","chaoyang",3,2,145.87,"high",1,0,58272,116.5103061,39.91838667,"爱这城二期","十里堡"
"77","chaoyang",2,2,94.15,"high",1,0,60542,116.616323,39.92998098,"爱这城三期","十里堡"
"78","chaoyang",2,2,87.81,"high",1,0,56942,116.616323,39.92998098,"爱这城三期","十里堡"
"79","chaoyang",2,2,88.88,"low",1,0,56256,116.616323,39.92998098,"爱这城三期","十里堡"
"80","chaoyang",3,2,127.79,"low",1,0,62603,116.5103061,39.91838667,"爱这城一期","十里堡"
"81","chaoyang",2,1,68.69,"low",1,0,61145,116.5103061,39.91838667,"爱这城一期","十里堡"
"82","chaoyang",1,1,63,"middle",1,0,58731,116.5103061,39.91838667,"爱这城一期","十里堡"
"83","chaoyang",2,2,110.71,"high",1,0,58712,116.5103061,39.91838667,"爱这城一期","十里堡"
"84","chaoyang",2,2,105,"low",1,0,52381,116.5103061,39.91838667,"爱这城一期","十里堡"
"85","xicheng",2,1,50.4,"high",1,1,134921,116.399282,39.96293523,"安德东里","六铺炕"
"86","xicheng",2,1,48.5,"low",1,1,112372,116.399282,39.96293523,"安德东里","六铺炕"
"87","xicheng",2,1,62.1,"high",1,1,101450,116.399282,39.96293523,"安德东里","六铺炕"
"88","dongcheng",3,1,71.78,"high",1,1,87769,116.4033735,39.96320389,"安德里北街24号院","安定门"
"89","dongcheng",2,1,53.79,"low",1,1,98532,116.3933849,39.96319816,"安德里北街25号院","六铺炕"
"90","dongcheng",1,1,46.87,"high",1,1,96011,116.3933849,39.96319816,"安德里北街25号院","六铺炕"
"91","dongcheng",1,1,46.87,"low",1,1,93877,116.3933849,39.96319816,"安德里北街25号院","六铺炕"
"92","dongcheng",3,2,89.12,"low",1,1,84493,116.3933849,39.96319816,"安德里北街25号院","六铺炕"
"93","dongcheng",2,1,71,"low",1,1,73240,116.3933849,39.96319816,"安德里北街25号院","六铺炕"
"94","xicheng",2,1,88.4,"low",1,1,113123,116.4007971,39.95783166,"安德路","六铺炕"
"95","xicheng",2,1,40.1,"low",1,0,109477,116.4007971,39.95783166,"安德路","六铺炕"
"96","xicheng",2,1,51.38,"middle",1,1,108992,116.4007971,39.95783166,"安德路","六铺炕"
"97","xicheng",2,1,55,"low",1,0,106910,116.4007971,39.95783166,"安德路","六铺炕"
"98","xicheng",1,1,43.5,"high",1,1,106897,116.4007971,39.95783166,"安德路","六铺炕"
"99","xicheng",2,1,55,"low",1,1,105455,116.4007971,39.95783166,"安德路","六铺炕"
"100","xicheng",1,1,42.8,"low",1,1,105141,116.4007971,39.95783166,"安德路","六铺炕"
"101","xicheng",3,1,67.1,"low",1,1,103577,116.4007971,39.95783166,"安德路","六铺炕"
"102","xicheng",2,1,50.4,"high",1,0,103175,116.4007971,39.95783166,"安德路","六铺炕"
"103","xicheng",2,1,82.8,"high",1,1,96619,116.4007971,39.95783166,"安德路","六铺炕"
"104","xicheng",2,1,63,"low",1,0,95556,116.4007971,39.95783166,"安德路","六铺炕"
"105","xicheng",2,1,61.8,"low",1,1,95470,116.4007971,39.95783166,"安德路","六铺炕"
"106","xicheng",2,1,59.3,"middle",1,0,92749,116.4007971,39.95783166,"安德路","六铺炕"
"107","xicheng",2,1,63.5,"high",1,0,92599,116.4007971,39.95783166,"安德路","六铺炕"
"108","xicheng",2,1,64.2,"high",1,0,91745,116.4007971,39.95783166,"安德路","六铺炕"
"109","xicheng",2,1,64,"high",1,0,90625,116.4007971,39.95783166,"安德路","六铺炕"
"110","xicheng",3,2,134.6,"low",1,0,89154,116.4007971,39.95783166,"安德路","六铺炕"
"112","dongcheng",3,1,67,"low",1,1,86568,116.4078025,39.95804557,"安德路47号院","安定门"
"113","dongcheng",3,1,73.18,"low",1,1,81990,116.4078025,39.95804557,"安德路47号院","安定门"
"114","dongcheng",2,1,50.39,"high",1,1,80374,116.4078025,39.95804557,"安德路47号院","安定门"
"115","dongcheng",3,1,69,"middle",1,1,80000,116.4078025,39.95804557,"安德路47号院","安定门"
"116","dongcheng",1,1,46.6,"low",1,1,78970,116.4078025,39.95804557,"安德路47号院","安定门"
"117","dongcheng",3,1,56.5,"middle",1,1,78762,116.4078025,39.95804557,"安德路47号院","安定门"
"118","dongcheng",3,1,72,"high",1,1,76389,116.4078025,39.95804557,"安德路47号院","安定门"
"119","dongcheng",2,1,59,"middle",1,1,76272,116.4078025,39.95804557,"安德路47号院","安定门"
"120","dongcheng",1,1,43.31,"middle",1,1,76195,116.4078025,39.95804557,"安德路47号院","安定门"
"121","dongcheng",2,1,59.33,"high",1,1,75847,116.4078025,39.95804557,"安德路47号院","安定门"
"122","dongcheng",2,1,60,"middle",1,1,75000,116.4078025,39.95804557,"安德路47号院","安定门"
"123","dongcheng",2,1,58.38,"low",1,1,73656,116.4078025,39.95804557,"安德路47号院","安定门"
"124","dongcheng",1,1,46.07,"high",1,1,72716,116.4078025,39.95804557,"安德路47号院","安定门"
"125","dongcheng",2,1,59.33,"high",1,1,71634,116.4078025,39.95804557,"安德路47号院","安定门"
"126","dongcheng",1,1,36.7,"high",1,1,70845,116.4078025,39.95804557,"安德路47号院","安定门"
"127","dongcheng",2,1,57.84,"high",1,1,74344,116.4052954,39.95799397,"安德路55号院","安定门"
"128","dongcheng",2,1,57.84,"high",1,1,72615,116.4052954,39.95799397,"安德路55号院","安定门"
"129","dongcheng",3,1,70.21,"high",1,1,70503,116.4052954,39.95799397,"安德路55号院","安定门"
"130","dongcheng",2,1,64.34,"middle",1,1,69941,116.4052954,39.95799397,"安德路55号院","安定门"
"131","dongcheng",3,0,88.69,"low",1,1,60887,116.4052954,39.95799397,"安德路55号院","安定门"
"132","dongcheng",2,1,47.5,"high",1,1,85264,116.4008125,39.95893378,"安德路乙61号院","六铺炕"
"133","dongcheng",2,1,46.39,"low",1,1,84070,116.4008125,39.95893378,"安德路乙61号院","六铺炕"
"134","dongcheng",1,1,44,"high",1,1,83637,116.4008125,39.95893378,"安德路乙61号院","六铺炕"
"135","dongcheng",3,1,62.64,"low",1,1,83015,116.4008125,39.95893378,"安德路乙61号院","六铺炕"
"136","dongcheng",3,1,111.04,"low",1,1,80602,116.4008125,39.95893378,"安德路乙61号院","六铺炕"
"137","dongcheng",3,1,111.04,"low",1,1,80152,116.4008125,39.95893378,"安德路乙61号院","六铺炕"
"138","dongcheng",3,0,73.45,"high",1,1,74881,116.4008125,39.95893378,"安德路乙61号院","六铺炕"
"139","dongcheng",2,1,54.41,"low",1,1,71679,116.4008125,39.95893378,"安德路乙61号院","六铺炕"
"140","xicheng",4,2,200.46,"middle",1,0,114737,116.3900328,39.95703549,"安德馨居","六铺炕"
"141","xicheng",1,1,56.46,"low",1,0,114418,116.3900328,39.95703549,"安德馨居","六铺炕"
"142","xicheng",2,1,75.73,"low",1,0,110261,116.3900328,39.95703549,"安德馨居","六铺炕"
"143","xicheng",2,1,74.75,"high",1,1,109031,116.3900328,39.95703549,"安德馨居","六铺炕"
"144","xicheng",3,1,88.76,"low",1,1,108157,116.3900328,39.95703549,"安德馨居","六铺炕"
"145","xicheng",2,1,66.64,"low",1,0,108044,116.3900328,39.95703549,"安德馨居","六铺炕"
"146","xicheng",1,1,58.99,"middle",1,0,105951,116.3900328,39.95703549,"安德馨居","六铺炕"
"147","xicheng",2,2,75.42,"low",1,0,105410,116.3900328,39.95703549,"安德馨居","六铺炕"
"148","xicheng",2,1,71.79,"high",1,1,101686,116.3900328,39.95703549,"安德馨居","六铺炕"
"149","xicheng",2,1,72.79,"high",1,0,100289,116.3900328,39.95703549,"安德馨居","六铺炕"
"150","xicheng",2,1,65.12,"middle",1,0,98281,116.3900328,39.95703549,"安德馨居","六铺炕"
"151","xicheng",3,1,88.86,"low",1,0,90030,116.3900328,39.95703549,"安德馨居","六铺炕"
"152","dongcheng",2,2,65.59,"high",1,0,76232,116.4136322,39.98175856,"安定路","安贞"
"153","dongcheng",2,1,52.2,"middle",1,0,74713,116.4136322,39.98175856,"安定路","安贞"
"154","dongcheng",3,1,88,"high",1,0,70455,116.4136322,39.98175856,"安定路","安贞"
"155","dongcheng",3,1,88.24,"middle",1,0,67997,116.4136322,39.98175856,"安定路","安贞"
"156","dongcheng",2,1,68,"middle",1,0,66177,116.4136322,39.98175856,"安定路","安贞"
"157","dongcheng",1,1,43.55,"high",1,0,91849,116.4358667,39.95591794,"安定门东大街","东直门"
"158","dongcheng",5,1,148.4,"low",1,0,114556,116.4146588,39.95248179,"安定门内大街","交道口"
"159","chaoyang",2,2,84.61,"low",1,1,66896,116.4596527,39.92834651,"安和家园","和平里"
"160","chaoyang",2,1,58.52,"high",1,0,58955,116.4125863,39.97243913,"安华里三区","安贞"
"161","chaoyang",2,1,57.85,"high",1,0,56180,116.4125863,39.97243913,"安华里三区","安贞"
"162","chaoyang",2,1,59.06,"low",1,0,54183,116.4125863,39.97243913,"安华里三区","安贞"
"163","chaoyang",2,1,63.88,"low",1,0,68097,116.4132272,39.96986436,"安华里四区","安贞"
"164","chaoyang",2,1,61,"high",1,0,55738,116.4132272,39.96986436,"安华里四区","安贞"
"165","chaoyang",3,1,84.25,"middle",1,0,55193,116.4132272,39.96986436,"安华里四区","安贞"
"166","chaoyang",3,1,78.63,"high",1,0,52398,116.4132272,39.96986436,"安华里四区","安贞"
"167","chaoyang",2,1,55.27,"middle",1,0,61336,116.4111844,39.9689332,"安华里五区","安贞"
"168","chaoyang",2,1,51.21,"low",1,0,56630,116.4111844,39.9689332,"安华里五区","安贞"
"169","chaoyang",2,1,53.24,"high",1,0,72315,116.4096042,39.97399988,"安华里一区","安贞"
"170","chaoyang",3,1,74.57,"middle",1,0,60346,116.4096042,39.97399988,"安华里一区","安贞"
"171","chaoyang",3,1,74.57,"high",1,0,58335,116.4096042,39.97399988,"安华里一区","安贞"
"172","chaoyang",2,1,73.87,"middle",1,0,56857,116.4096042,39.97399988,"安华里一区","安贞"
"173","chaoyang",3,1,63.32,"high",1,0,56855,116.4096042,39.97399988,"安华里一区","安贞"
"174","chaoyang",2,1,56.98,"high",1,0,56161,116.4040157,39.97212151,"安华西里二区","安贞"
"175","chaoyang",3,1,76.1,"high",1,0,65704,116.4072061,39.97243099,"安华西里三区","安贞"
"176","chaoyang",2,1,51,"low",1,0,58824,116.4072061,39.97243099,"安华西里三区","安贞"
"177","chaoyang",2,1,57.26,"high",1,0,66714,116.4063972,39.97374172,"安华西里一区","安贞"
"178","chaoyang",1,1,42,"high",1,0,57858,116.4063972,39.97374172,"安华西里一区","安贞"
"179","dongcheng",2,1,52.98,"high",1,1,73613,116.4419609,39.89791571,"安化北里","广渠门"
"180","dongcheng",2,1,67,"low",1,1,71642,116.4419609,39.89791571,"安化北里","广渠门"
"181","dongcheng",2,0,50,"high",1,1,70000,116.4419609,39.89791571,"安化北里","广渠门"
"182","dongcheng",2,1,75,"high",1,1,66667,116.4419609,39.89791571,"安化北里","广渠门"
"183","dongcheng",2,1,71.17,"high",1,1,64353,116.4419609,39.89791571,"安化北里","广渠门"
"184","dongcheng",3,1,74.82,"low",1,1,56135,116.4419609,39.89791571,"安化北里","广渠门"
"185","dongcheng",1,1,63,"low",1,1,75397,116.4418426,39.89554773,"安化南里","广渠门"
"186","dongcheng",2,2,82.27,"middle",1,1,75362,116.4418426,39.89554773,"安化南里","广渠门"
"187","dongcheng",2,1,80.19,"middle",1,1,71082,116.4418426,39.89554773,"安化南里","广渠门"
"188","dongcheng",2,1,71.75,"low",1,1,69687,116.4418426,39.89554773,"安化南里","广渠门"
"189","chaoyang",2,1,60.19,"high",1,1,54827,116.4190936,40.00183146,"安慧北里小区","亚运村"
"190","chaoyang",3,1,80,"high",1,1,53750,116.4190936,40.00183146,"安慧北里小区","亚运村"
"191","chaoyang",2,1,64.21,"middle",1,1,74755,116.4218316,40.0032609,"安慧北里秀园","亚运村"
"192","chaoyang",1,1,51.01,"high",1,1,56852,116.4218316,40.0032609,"安慧北里秀园","亚运村"
"193","chaoyang",3,1,82.19,"high",1,1,52927,116.4218316,40.0032609,"安慧北里秀园","亚运村"
"194","chaoyang",3,2,119.01,"high",1,1,63020,116.4204075,40.00545561,"安慧北里逸园","亚运村"
"195","chaoyang",1,1,48,"high",1,1,62500,116.4204075,40.00545561,"安慧北里逸园","亚运村"
"196","chaoyang",2,1,59,"high",1,1,60339,116.4204075,40.00545561,"安慧北里逸园","亚运村"
"197","chaoyang",2,1,103.82,"middle",1,1,57793,116.4204075,40.00545561,"安慧北里逸园","亚运村"
"198","chaoyang",2,1,85.11,"middle",1,1,57573,116.4204075,40.00545561,"安慧北里逸园","亚运村"
"199","chaoyang",2,1,104.99,"high",1,1,57149,116.4204075,40.00545561,"安慧北里逸园","亚运村"
"200","chaoyang",2,2,77.24,"low",1,1,53729,116.4204075,40.00545561,"安慧北里逸园","亚运村"
"201","chaoyang",2,1,94.15,"high",1,1,53107,116.4204075,40.00545561,"安慧北里逸园","亚运村"
"202","chaoyang",2,1,85,"low",1,1,50589,116.4204075,40.00545561,"安慧北里逸园","亚运村"
"203","chaoyang",2,1,85.11,"middle",1,1,50523,116.4204075,40.00545561,"安慧北里逸园","亚运村"
"204","chaoyang",3,2,139.5,"middle",1,1,50180,116.4204075,40.00545561,"安慧北里逸园","亚运村"
"205","chaoyang",2,1,111.55,"middle",1,1,47961,116.4204075,40.00545561,"安慧北里逸园","亚运村"
"206","chaoyang",4,2,185,"middle",1,1,47568,116.4204075,40.00545561,"安慧北里逸园","亚运村"
"207","chaoyang",2,1,53.69,"low",1,1,59602,116.4289931,39.99707988,"安慧东里","亚运村小营"
"208","chaoyang",2,1,56.4,"low",1,1,59398,116.4289931,39.99707988,"安慧东里","亚运村小营"
"209","chaoyang",2,1,57.09,"low",1,1,58680,116.4289931,39.99707988,"安慧东里","亚运村小营"
"210","chaoyang",2,1,58,"middle",1,1,58621,116.4289931,39.99707988,"安慧东里","亚运村小营"
"211","chaoyang",1,1,40.4,"low",1,1,56931,116.4289931,39.99707988,"安慧东里","亚运村小营"
"212","chaoyang",3,1,78.3,"middle",1,1,56195,116.4289931,39.99707988,"安慧东里","亚运村小营"
"213","chaoyang",2,1,57.09,"low",1,1,56052,116.4289931,39.99707988,"安慧东里","亚运村小营"
"214","chaoyang",2,1,57.09,"middle",1,1,55177,116.4289931,39.99707988,"安慧东里","亚运村小营"
"215","chaoyang",2,1,57.43,"middle",0,1,54850,116.4289931,39.99707988,"安慧东里","亚运村小营"
"217","chaoyang",2,1,54.21,"high",1,1,77477,116.4180963,40.00001242,"安慧里二区","亚运村"
"218","chaoyang",2,2,67.15,"middle",1,1,67015,116.4180963,40.00001242,"安慧里二区","亚运村"
"219","chaoyang",2,1,56.76,"high",1,1,66949,116.4180963,40.00001242,"安慧里二区","亚运村"
"220","chaoyang",1,1,44.95,"high",1,1,66741,116.4180963,40.00001242,"安慧里二区","亚运村"
"221","chaoyang",3,1,76.5,"high",1,1,65360,116.4180963,40.00001242,"安慧里二区","亚运村"
"222","chaoyang",2,1,70,"middle",1,1,62858,116.4180963,40.00001242,"安慧里二区","亚运村"
"223","chaoyang",2,2,71,"middle",1,1,62677,116.4180963,40.00001242,"安慧里二区","亚运村"
"224","chaoyang",3,1,83.59,"high",1,1,59816,116.4180963,40.00001242,"安慧里二区","亚运村"
"225","chaoyang",3,1,79.78,"low",1,1,58286,116.4180963,40.00001242,"安慧里二区","亚运村"
"226","chaoyang",3,1,85.27,"low",1,1,56292,116.4180963,40.00001242,"安慧里二区","亚运村"
"227","chaoyang",3,1,80,"low",1,1,56250,116.4180963,40.00001242,"安慧里二区","亚运村"
"228","chaoyang",3,1,78.34,"low",1,1,56166,116.4180963,40.00001242,"安慧里二区","亚运村"
"229","chaoyang",3,1,75.06,"low",1,1,55290,116.4168293,39.99755715,"安慧里三区","亚运村"
"230","chaoyang",4,2,118,"high",1,1,55085,116.4200612,39.99630855,"安慧里四区","亚运村"
"231","chaoyang",2,1,79.29,"middle",1,1,58646,116.4226838,39.99724192,"安慧里五区","亚运村"
"232","chaoyang",2,1,57,"middle",1,1,52632,116.4226838,39.99724192,"安慧里五区","亚运村"
"233","chaoyang",3,1,67.04,"middle",1,1,63395,116.4196204,39.99780171,"安慧里一区","亚运村"
"234","chaoyang",3,1,68.57,"middle",1,1,60668,116.4196204,39.99780171,"安慧里一区","亚运村"
"235","chaoyang",2,1,54.31,"high",1,1,58922,116.4196204,39.99780171,"安慧里一区","亚运村"
"236","chaoyang",2,1,64.68,"low",1,1,58751,116.4196204,39.99780171,"安慧里一区","亚运村"
"237","chaoyang",2,1,64.98,"low",1,1,58480,116.4196204,39.99780171,"安慧里一区","亚运村"
"238","chaoyang",2,1,54.97,"low",1,1,57668,116.4196204,39.99780171,"安慧里一区","亚运村"
"239","fengtai",2,1,57.96,"middle",1,0,44859,116.4132987,39.86921984,"安乐林二条","蒲黄榆"
"240","fengtai",2,1,57.84,"high",1,0,43050,116.4132987,39.86921984,"安乐林二条","蒲黄榆"
"241","fengtai",1,1,48.02,"high",1,1,64557,116.4161441,39.87147053,"安乐林路","蒲黄榆"
"242","fengtai",1,1,48.08,"high",1,1,60733,116.4161441,39.87147053,"安乐林路","蒲黄榆"
"243","dongcheng",2,1,57.34,"high",1,0,43600,116.4132361,39.8706334,"安乐林头条2号院","永定门"
"244","dongcheng",2,1,57.91,"high",1,0,43171,116.4132361,39.8706334,"安乐林头条2号院","永定门"
"245","dongcheng",3,1,77.66,"high",1,0,38630,116.4132361,39.8706334,"安乐林头条2号院","永定门"
"246","dongcheng",1,0,37.74,"high",1,0,47695,116.4152509,39.86981797,"安乐林中街","永定门"
"247","haidian",1,0,36.43,"middle",0,0,64508,116.3338857,40.05714883,"安宁佳园","安宁庄"
"248","haidian",1,0,38,"middle",0,0,61843,116.3338857,40.05714883,"安宁佳园","安宁庄"
"249","haidian",3,1,95.52,"low",0,0,60721,116.3338857,40.05714883,"安宁佳园","安宁庄"
"250","haidian",1,0,39,"low",0,0,60257,116.3338857,40.05714883,"安宁佳园","安宁庄"
"251","haidian",2,1,85.04,"high",0,0,57032,116.3338857,40.05714883,"安宁佳园","安宁庄"
"252","haidian",2,2,88.58,"low",0,0,52495,116.3338857,40.05714883,"安宁佳园","安宁庄"
"253","haidian",1,1,42,"low",0,0,59524,116.336813,40.05260232,"安宁里","安宁庄"
"254","haidian",1,1,42,"middle",0,0,54762,116.336813,40.05260232,"安宁里","安宁庄"
"255","haidian",2,1,59,"low",0,0,53390,116.336813,40.05260232,"安宁里","安宁庄"
"256","haidian",2,1,60.85,"middle",0,0,51767,116.336813,40.05260232,"安宁里","安宁庄"
"257","haidian",3,1,75,"low",0,0,51334,116.336813,40.05260232,"安宁里","安宁庄"
"258","haidian",2,1,71.3,"high",0,0,49089,116.336813,40.05260232,"安宁里","安宁庄"
"259","haidian",2,1,74.28,"middle",0,0,56947,116.338131,40.05175937,"安宁里南区","安宁庄"
"260","haidian",2,1,71.37,"middle",0,0,54085,116.338131,40.05175937,"安宁里南区","安宁庄"
"261","haidian",2,1,73,"middle",0,0,52055,116.338131,40.05175937,"安宁里南区","安宁庄"
"262","haidian",2,1,73.05,"middle",0,0,51746,116.338131,40.05175937,"安宁里南区","安宁庄"
"263","haidian",1,1,48.55,"high",0,0,51082,116.338131,40.05175937,"安宁里南区","安宁庄"
"264","haidian",2,1,73.49,"middle",0,0,50347,116.338131,40.05175937,"安宁里南区","安宁庄"
"265","haidian",1,1,55.75,"middle",0,1,50225,116.338131,40.05175937,"安宁里南区","安宁庄"
"266","haidian",2,1,82.97,"low",0,0,47608,116.338131,40.05175937,"安宁里南区","安宁庄"
"267","haidian",3,1,91.14,"middle",0,0,46632,116.338131,40.05175937,"安宁里南区","安宁庄"
"268","haidian",1,1,59,"high",0,0,45763,116.338131,40.05175937,"安宁里南区","安宁庄"
"269","haidian",2,1,67,"middle",0,0,44777,116.338131,40.05175937,"安宁里南区","安宁庄"
"270","haidian",2,2,97.45,"low",0,0,44126,116.338131,40.05175937,"安宁里南区","安宁庄"
"271","haidian",3,1,102,"middle",0,0,42157,116.338131,40.05175937,"安宁里南区","安宁庄"
"272","haidian",3,2,106,"high",0,0,41510,116.338131,40.05175937,"安宁里南区","安宁庄"
"273","haidian",3,2,105,"high",0,0,40953,116.338131,40.05175937,"安宁里南区","安宁庄"
"274","haidian",4,1,116.24,"high",0,0,39574,116.338131,40.05175937,"安宁里南区","安宁庄"
"275","haidian",3,1,106.42,"high",0,0,38527,116.338131,40.05175937,"安宁里南区","安宁庄"
"276","haidian",4,2,131.98,"high",0,0,36370,116.338131,40.05175937,"安宁里南区","安宁庄"
"277","haidian",4,2,131,"high",0,0,35115,116.338131,40.05175937,"安宁里南区","安宁庄"
"278","chaoyang",2,1,107.74,"middle",1,0,63115,116.415235,39.97990688,"安圣苑","安贞"
